Usuario,Seguidores,Seguidos,nroTweets,nroReTweets
silviaritasouza,34,142,1,0
ComosCarmen,177,367,0,2
slvacag,190,351,0,1
EFEverdeCOP,15641,6174,0,1
mrdeivid78,471,105,0,1
rudymartinez66,2592,4548,0,1
armanswall,89,188,0,1
waubas,166,2764,0,4
MelendezRonda,30,166,0,1
HubTarapaca,866,713,0,1
ONUHabitatMex,10227,750,1,0
gus77avoUravic,1903,1250,0,1
r_Montenegro,6841,4444,0,1
gestion_age,143,112,0,2
AdrianMV1,195,412,0,2
jalexp1,9764,8654,1,3
Noewayar,1087,987,0,2
elpolitologomx,125,480,0,2
LucasDNieto,51,137,0,2
CEAes_,6658,412,1,1
_minecogob,39303,67,4,1
marisilla69,104,235,0,1
Apalo1970,349,541,0,1
SomosHeroesA,144,148,1,0
ngelaRojo1,4,57,0,1
Laurars_vrg,361,858,0,1
marylulori,46,27,0,1
CFATNVO,195,144,1,1
rovitor,606,217,0,1
DavidCarmona44,695,640,0,1
lydiaaguirre,4490,2740,2,0
M_FuentesPerez,62,110,0,1
ampasantacruz,453,1129,0,1
iracypsicologia,2310,3937,0,1
JardinRadiado,1,6,0,1
capdevilajoan,8036,5082,0,1
FRubricatus,763,248,0,1
fundtrafic,1469,4052,2,0
Muytics,426,967,0,2
LauranceHF,1662,2373,0,1
MUVaragua,1307,141,0,1
marchadearboles,114,115,0,1
CipactlyChef,479,237,1,0
tanuniversal,561,907,0,1
IIVCompartido,93,536,0,1
ugtcomfeminista,35,171,0,2
18rodpf,773,542,0,13
ElAuditorinfo,498,164,1,0
conductosalonso,1603,1344,0,1
JuanCarLeon,1086,946,1,0
CamaraCIP,11825,1004,0,1
Manikito2,36,377,0,1
almaglezfig,216,680,0,1
alexaboco,4626,5079,0,1
IIDMA_ecolaw,999,883,2,1
arahsalinas,26,211,0,1
CODDIQ_ES,76,105,0,1
tdealfaro,1090,409,0,3
valeria_td,322,336,0,1
Belen_Viloria,4443,3248,1,0
LuquiPedro,1102,1248,0,1
A3tDe,44,167,0,1
jorgehelmbrecht,200,270,0,1
conectapersonas,970,3610,0,2
vinatrina,1334,951,0,2
ranveer80,252,119,0,1
EmbEspNicaragua,2268,104,4,0
IngDeusto,1639,450,1,0
mayomediaweb,56,111,0,1
LauraBunkker,72,434,0,5
BalibreaM,107,337,0,4
GrupoAIS,316,115,3,1
evelynm56952524,4,32,0,1
mandiserveispv,454,462,0,1
jorgegalarza,107,792,0,1
Migjeanca,11,272,0,1
RosaMCanton,414,636,1,7
DraValPiccolo,22,123,0,1
barvensoph,840,780,0,1
eoi,40616,1382,0,2
itacab,14,17,0,2
EmbEspCuba,2346,376,0,1
MattyMendoza88,592,484,0,1
RedLAporlaInve1,34,245,0,1
DJracxu,780,821,0,1
CDCHUCV,10278,7473,0,1
ciconiaeduca,1100,1592,1,2
equaltimes,5100,1591,1,0
JaviB8,182,580,0,1
Ignacionaviam,219,1104,0,1
Johann_Leopold,4282,2768,0,1
FelipeDuqueM1,6918,5011,0,1
pardoser,102,127,0,1
davidvernonbr,389,1512,0,1
AJoaquinpty,1578,2411,0,2
carrillona_54,591,804,0,1
Princip_Mishkin,285,343,0,1
kefas_mason,513,340,0,1
rosariocn7,1338,2918,0,2
AsoHospitalesRd,703,614,0,1
ecorina,1323,2958,2,1
jalinarest,1575,1415,0,1
REDAC_DDHH,3383,578,12,0
GLGAVIRIA,1027,5002,0,1
RevForumAragon,878,1245,0,3
AAVVSanBasilio,556,872,0,2
carolinalopez__,1186,1175,0,1
JoseEstayN,2877,5000,1,1
dgavalo,1441,1224,0,2
JemaCiuro,374,252,1,1
Aemmeseguro,258,128,0,1
Ayto_Montilla,2078,511,0,2
ACES_Andalucia,467,337,0,1
monicteresit,109,195,0,1
EFEverde,105178,3379,4,1
LeoGutson,2103,993,2,1
JulianForli,1194,5001,0,1
vmc611,501,2349,0,1
EcoGlobalORG,1250,1902,0,9
rciniega1,10390,5128,0,3
social_design,15160,216,0,1
CedeusChile,5209,918,3,2
RevEstrategas,3593,819,1,0
AmelieHabana86,1110,1212,0,1
rd63dario,5,20,0,1
angelalvarez,2562,3429,0,2
jess_aire,657,1071,0,1
DTASOCIDECyL,342,55,0,1
XaTac_5,3839,2860,0,5
MayteOrtin,651,513,0,1
banos_noelia,90,242,0,1
Veritasmartino,543,1212,0,3
sSiachoque,264,1362,0,2
ANAVAM1,957,659,0,2
AnairamVV,282,273,0,1
escueladelagua1,452,2142,0,1
anarinavalerio,321,1519,0,1
JMorenoArquitec,1497,3948,0,1
LojaCCM,324,44,1,0
peace_boat,4226,708,0,1
comunideas_,470,777,3,1
khaled37898099,109,150,0,1
AEF_fundaciones,4605,682,6,5
mestherge,147,424,0,1
JuanLlobell1,284,247,0,1
Estrell04713336,15,19,0,1
PacoLuisGRX,2969,1621,1,0
gadis,36936,396,0,2
AldoStuka,128,173,0,1
Lasfuentes_coas,1348,168,0,1
Atalayar_,2946,2540,1,0
Rodriguez_Epic,15,132,0,1
KsPWAAuDweOllAj,1657,4759,0,1
xaviergarcesbdv,81,428,0,2
MarketingActivo,1799,1638,3,0
RedOTrd,255,5,2,0
Siguemetesig0Sv,235,88,0,1
IEducativa_UPM,1052,951,1,0
AyoseMolina,181,240,0,1
CesarEcheco,47,99,0,1
FACEM_MX,104,558,0,1
thebuuway,1452,571,1,1
AsensioMmar,137,761,0,1
psanjuant,1069,732,0,1
DreamerAlma,65,566,0,1
fergarfer,389,160,0,1
miquelbennasar,863,1143,0,2
AragonAbierto,10088,6687,7,2
umalaru,16,95,0,1
CeDInt_UPM,93,120,0,1
eukebarrenetxea,405,383,0,2
kelakese,1599,2103,0,2
emendozaiee,193,180,0,1
semperteguiabg,514,353,1,0
jorgemorton,271,756,0,1
farmaciaoficios,475,587,0,1
drdianis,1092,541,0,1
pame2609,395,1460,0,1
LunaLaika28,29,181,0,4
SerchMeneley,275,1652,0,1
LaformeChloe,8,64,0,1
USO_LA_PENILLA,91,164,0,1
iberdrola,57975,207,6,10
Funddateces,353,322,10,0
Olgaotombo,135,575,0,2
ZimriRosas,4005,4858,0,1
merce_marcos,7,39,0,1
laoficinalmeria,2119,1840,0,1
angeles_ros,117,174,0,1
fernandobolado,890,865,1,0
TodoValledupar,13827,10509,0,1
econocimientoam,17,156,18,0
GerenteAfedeco,1363,1303,0,1
JaimeAndalusi,1157,745,0,1
SEO_BirdLife,82650,9957,1,0
IzanGuerrero,525,1525,5,0
ASDE_Asturias,634,159,0,1
kalycho,2308,978,0,1
macusanz77,18,79,0,1
olgavhdza,227,979,0,2
svelezhaller,723,868,0,3
DGradualDirecto,263,1349,1,0
ganesh1584,34,366,0,1
chaniguyot,15892,5843,0,1
ReseticaRSC,189,302,0,1
CRECantabria,5053,316,5,0
Claudia46860979,1,10,0,1
MexicoIps,600,1436,1,0
PatriLliteras,80,331,0,1
FPJROtero,41,49,1,0
EducampoMX,2249,1206,1,0
JacqueRochaa,51,402,0,1
SandraR_OEI,68,84,0,1
fvaldesp,3202,2402,0,1
rosanastj,538,754,0,1
mariancorral,468,883,2,0
Ines25297268,18,142,0,3
MuriCorzo,100,165,0,1
CADS_ESPOL,137,690,1,0
fbogeo,759,774,0,1
MarinadeFrente,7852,695,0,1
cidre65,1210,2130,0,1
JokinEtxabarria,111,194,0,1
halanis,1376,1638,0,1
Ceip_Principe,351,165,0,1
carlosr__11,49,303,0,1
SierraSalinas01,70,173,0,1
sectorceca,1304,149,2,1
CarlosATejedaG,1068,1851,0,1
daniela_albero,862,930,0,5
consejeriaedumx,360,398,1,0
catherinegc10,394,768,0,1
cmrjimenez,154,337,0,1
Ocupemos,302,496,0,2
Juan_ManuelG,680,1539,0,1
Rafelmontaner,1355,1259,0,1
rodronic,180,1001,0,1
psoe_m,27870,3498,0,2
ampp69_perez,15,16,0,1
KriveraSoltur,87,393,0,1
DircomSpain,24927,998,0,2
NunezAdolf,109,315,0,1
gonzalezarratia,56,17,0,7
LuciaPuertasBr,479,387,0,1
JuanCiudadONGD,876,233,0,2
CBVera,200,718,0,5
CundinamarcaGob,21913,1036,2,0
JuanMar63390677,3,5,0,1
Nako67Inaki,95,178,0,1
pablogalaz,881,1343,5,1
UGT_Comunica,37495,10191,0,1
Vincentgaldea,359,1072,0,1
CarmenBorobio,17,41,0,2
ProCoReef,22,90,1,0
Aurora29293216,7,67,0,1
rebecamarli,240,133,0,6
GeneXus,6387,1863,1,0
Carolina_ADJ,333,532,0,1
santiordz,2628,2500,1,0
IsaMastro,19146,7156,0,1
OrienteII,540,798,0,1
Jisap_es,1488,1682,1,0
rockbotic_com,581,362,3,0
amphg_es,927,198,0,1
MDPascual1,39,160,0,1
NormAngelik,388,1063,0,1
alejandrogsalm,432,1616,0,1
PrimeraDamaPma,9336,1181,0,1
iservia,4947,5015,0,2
ESADEisocial,10660,3565,0,5
IPalemon,1190,2317,0,1
APLU_Galicia,59,169,2,1
MEPyDRD,26954,2592,4,0
GanarGanar,3621,782,4,2
santiagopinzong,5207,2726,2,0
FipesOficial,1242,900,0,3
vihvir,4550,4625,0,1
ProcuadmonPma,627,279,1,0
ElOjo0891,33,277,0,1
angiegarvales,199,271,0,1
letp1971,164,238,0,1
AlcaldesTV,1563,3131,0,3
JuventudRD,140274,472,1,0
ONUArgentina,27280,317,2,0
tarapacarecicla,21,67,0,1
MRC_UC3M,165,608,0,1
lidiaesthermart,190,612,0,1
ciudadesODS,399,471,1,6
Pastoralguasdua,69,484,0,2
LAB_Ecoinnova,1272,570,17,2
jaimejuez87,57,244,0,1
GlobalTaskforce,8481,1914,0,1
baberamtal,190,340,0,1
bugap,112,116,0,2
SilviaPSalinas,287,1501,0,1
hellcas,280,169,0,3
LuisHerrera507,108,343,0,1
FranciscoYedro,35,88,0,1
gestionpublicav,8577,3440,2,3
PinoBethencourt,39,110,0,1
MarvinRosa14,3,102,0,1
SergioABeltranM,220,545,0,1
RSanchezHerrera,146,216,0,1
lucasmarenchino,513,253,0,3
Alexand64216517,395,307,0,1
NoraLuziOk,194,78,0,4
luis_vano,1791,4366,1,1
MariaCrisalo,511,853,0,1
oeipanama,645,443,1,1
adrianacutiva,275,292,0,1
felo9026,15,71,0,1
SetmanaNatura,1072,1038,0,1
SanchoPepa,12,16,0,2
SenadorLuenzo,10114,999,1,0
ORICECAR,27,256,2,0
paulaigle,257,572,1,1
fgarciam,2458,1272,0,5
LolaSanjuanCKL,4207,3215,1,0
somos_dLana,1389,888,1,0
Jess45642892,44,662,0,1
EsperanzaLuque3,125,158,0,1
jahdhoac,89,723,0,1
yeruo_777,23,380,0,1
livadi1,399,1197,0,1
diadeinternet,3830,346,1,14
xlopezgarcia,2951,3099,2,0
ayudaenaccion,35923,2311,6,4
giozacab,272,736,0,1
maylopez27,861,1013,2,0
vozdelasocieda1,198,1134,1,0
Socairenergia,201,148,0,1
CAROLUSVEMPEROR,1100,708,0,1
1909mariam,99,153,0,1
emiliamoscosov,75,130,0,3
Vmartinz71,305,462,0,1
mariafergarciai,4379,2519,1,0
CreasTwitt,1082,1886,1,0
Juventudelforo,665,286,0,1
Joseamartin1963,226,264,3,1
ARiojanaHockey,91,492,0,1
JorgeGdeOpazo,3942,1201,0,1
jovenmania,1616,174,0,1
FCM_katherine,444,1076,0,1
Daniela_Hur,89,170,0,1
SEGIBdigital,34028,4031,11,5
Jorgedreyes,759,502,1,0
EnergiaSocialAr,1178,2062,0,1
CRSJuventud,2143,1750,0,1
lbag0000,639,580,0,1
as_uco,1454,536,0,1
UAGroVerde,669,250,4,0
asoprofresa,423,2607,0,1
pagovar,8,71,0,2
anogal,685,1211,0,1
Cynmardom,37,245,0,4
emazaola,22,129,0,1
javiersaborido,785,540,0,1
midesgt,22166,283,0,1
OMEC_Oaxaca,879,2198,0,1
cartiga_global,1221,3973,2,5
BeatrizBermud3z,21,123,0,1
PNUDUruguay,2471,927,4,7
MarArruti,69,60,0,1
AVVLanuzaCV,2305,159,0,1
CEDREAC,2086,1284,0,2
URBANLABMADRID,2609,2961,0,1
CarbonellLoreto,93,217,0,1
giannahenriquez,1815,2447,0,1
evaesereno,662,297,2,1
glocalminds,1581,1955,0,1
laura_portiz,386,691,0,4
PrefieresEER,2941,1816,1,0
Javirayf1,408,615,0,4
Fridassofi,22,48,0,1
ojnietom,36,298,0,4
cindyiribe,265,851,0,1
pactoglobalARG,4937,2251,1,0
Eladio23325410,31,73,0,1
rositamarytiflo,379,788,0,1
SanMiguelUCR,92,164,0,3
anahuim_lo,198,750,0,1
Francozadm,110,180,0,1
PiAleman2,506,369,0,1
HildaRevilla,75,538,2,0
CRsanLEscorial,52,18,0,1
BollattiMarisa,21,47,0,1
xbuendia2019,2250,3305,0,1
JRDengo,4162,2990,0,1
AbrilMaldonadoM,127,542,0,1
Extravaganteee,1202,963,0,1
MikeTrejo_,335,467,0,1
fund_adecco,10301,3177,1,0
benjazelayaAC,1097,866,0,1
TaniaRonda24,55,86,0,1
arita2081,67,277,0,1
noregistraos,189,319,0,1
Pimartinezse,83,252,0,1
identdig,185,607,0,1
andresamad,386,2532,0,1
VeteWey,10,142,0,3
saaid_maganda,346,1195,0,2
RochyAcostaS,20,180,0,1
manolvazq,34,22,0,1
GuillermoRugel3,24,180,0,1
AmalialuciaB,99,130,0,1
margferrera,346,885,1,0
usa_tu_poder,501,355,0,2
BustamanteH3nry,17,59,2,0
daRosaGR,59,124,0,1
Philopannyx,114,306,0,1
MPBottaro,265,346,0,1
KJTICAS,474,993,0,1
efectodide,2359,3648,3,1
jorgeisla79,289,866,0,1
bfbustamante,531,292,0,1
Albersanpa,76,159,0,1
blancanamero,1544,904,0,1
ana_19416,175,456,0,1
JulianaMend0zaV,2582,2880,0,1
Alucinando_pe,468,576,0,1
o_alberto,879,3266,0,1
BridgethegapAR,1271,1282,1,0
Crispim_Moreira,565,302,0,1
Varpe_Quality,224,281,0,2
ScoutsCanarias,1390,569,0,1
cfiemiranda,1426,248,0,2
LuGra21,21,77,0,2
vhpiedra,916,463,0,4
margaritabeneke,400,331,0,1
CEOE_ES,21205,2412,3,2
Bibipin,997,909,0,1
IberEnc,152,507,0,1
rodrimartut,2791,244,0,1
a_publica,21830,5008,0,1
Claudia50827124,12,145,0,1
jesuitesFP,1823,1599,0,1
Edgar_GuerreroC,819,2036,1,0
aby42782438,4,2,0,1
grupo_sifu,7389,5396,2,2
espinosamente,2171,992,0,1
anunzueta,59,78,0,1
SoyValor,198,257,1,0
JCCEarthSci,934,163,0,1
MGDSostenible,240,516,1,1
julidecuba,1873,1963,0,1
calvare57757714,40,28,0,2
VincesAffairs,884,682,1,0
screuheras,4426,1659,0,1
concdan,638,1323,0,1
cerchito,380,652,0,1
sergioibanez,4980,712,0,4
SusyVF6,522,1777,0,3
LuisRobertoEA,89,414,0,1
hugocamachom,170,201,0,2
PolitwoopsCAT,1683,6,1,0
juanceldran,607,309,0,3
ConSustentables,243,271,0,1
HalsethEric,10,32,0,1
FlorDessire,2816,2804,0,1
pazpyma,291,661,7,1
acTBistas,1923,1255,1,0
rafa_olmos96,1484,1003,0,1
MariaCeip,38,97,0,1
BegoRodes,1783,2365,0,1
JRicardo1464,19,63,0,1
abrelosojoscv,292,690,0,2
flortokar,1943,2670,1,0
bjonesbh,2641,1662,0,1
astrinavarro,4054,3934,0,1
joaquingarciact,93,416,0,1
marinelagp,27,151,0,1
PierreDavidJean,764,519,0,1
evtejedor,600,1201,0,1
Los18org,561,348,9,14
cocinacircular,83,334,0,1
AccionsindUSO,2548,3425,0,5
PellucchiVane,28,192,0,3
SGGEdomex,25972,555,1,0
Yue_lih,149,1529,0,1
BiblioCEMMdP,1155,2086,2,19
juanmanfredi,6771,787,0,2
Ps_Digitales,3696,3756,5,3
olmedo_jp,91,614,0,1
BottinoG,293,543,0,1
ealonsoasensio,658,553,0,1
mejoresgobs,463,1067,0,1
lulyta64,177,266,0,1
ConsejoGremialB,973,827,1,0
landerurquijo,3156,305,1,0
GermanLaRioja,7252,703,1,0
diasporadas,43,80,2,0
DiegoPary,6181,815,0,1
iconsuegra,392,116,0,1
racorrea13,172,1016,0,1
CooperasUex,148,334,0,2
merciepoetess,426,593,0,1
LorenaOrdaz,2652,2328,0,1
luisuruena,3169,3914,0,3
CentraRSE,1749,335,1,1
ecuacion2010,1378,1379,0,1
Elamoeselbaln,517,673,0,1
FerMirandaMen,619,915,0,1
ExcelenciasCuba,347,381,0,1
Angelaparriana,35,144,0,1
ICRIcolombia,698,348,0,1
silvia_geomara,75,90,0,1
lauferrub,85,72,0,1
Amelia_poveda,1075,3838,0,1
Ernestozazueta9,131,137,0,1
DiegoJavierGS,160,185,0,1
MagaliDiazAgui1,153,115,0,2
pajaraenojada,154,119,0,1
MalenaCaldas,103,271,0,1
MarkeldaH,5,4,0,1
circuloeconomia,1570,767,0,1
EmbaCubaAustria,3269,890,1,0
oscarboggio,94,259,1,0
anghamalshamare,132,284,0,1
ecroissier,8833,9660,0,2
gmunozz,166,537,0,1
soyandresacosta,2273,1784,0,1
GPS_BOLD,384,557,1,0
ASBarPe,86,77,0,1
UdeCEsHoraDe,389,472,1,1
iidheg1,592,569,3,0
evangelina_irma,2,99,0,1
UNICEF_Board,1605,121,0,1
mariuxiherrera8,2,21,0,1
ferreyrawalter6,2584,4995,0,3
JOSIGUT,53,357,0,1
teachermsisabel,3537,1235,0,1
rafaruizmad,8701,6790,0,1
YohannaUseda,44,67,0,1
UCAVILA,10371,2419,0,1
vichetorres79,1147,860,0,1
herman_amayat,8111,6389,0,1
machivallarino,1582,1332,0,1
Sumarse,5145,445,2,1
canario_acosado,2359,3285,0,1
Muriel_Salinas,653,1827,0,3
SergiodeOtto,5285,412,0,1
teresalopna,121,259,0,3
IziRojas,1165,948,0,3
KJuli_Sarmiento,527,569,1,0
berecordero,11995,877,0,1
mercociudades,3977,547,0,1
nicotasi,636,274,0,1
LauGarciaSamano,363,727,0,1
MastrangeloA,2957,4604,0,1
Andy_sanchez19,9,19,0,1
eduardoluna1325,67,516,0,1
ursulafranco,659,498,0,1
actua_leon,291,250,1,0
SquareCarl,90,635,0,1
MarcoT_Arevalo,565,858,0,1
RafaRuizV,94,447,0,1
lilysalasr,307,416,0,1
FrancisQuiquet,169,239,0,1
evaalonsoepelde,21,78,0,1
AleRonPedrique,1506,3059,0,2
CarlosDullM,595,2422,0,1
jasminsenges,172,623,0,1
ArLuismaria,16726,224,0,1
Mundobm,106,1235,0,1
CruzRojaMurcia,5948,1482,2,1
GrupoBienComun,623,729,0,3
gimni_25,449,363,0,1
SadonYasmeen,70,25,0,1
ICEXGuatemala,1370,1064,1,0
rociogregorioc,1212,1883,1,0
ManosSalamanca,509,488,0,1
colinita,2725,1127,0,1
JorEr69,188,1216,0,2
Excelencia_Comp,292,299,1,0
PiluGodia,213,179,0,1
josedkvergo,297,1191,0,1
sandraibadi,409,544,0,4
aorozcogomez,239,274,0,1
EmpresasArg,2359,4853,0,2
CGEspGinebra,1572,605,1,0
sapiensbinarius,31,236,0,2
ASOTECA,1063,595,0,1
Virgilio_Moreno,2734,4277,0,1
cordobasocialab,414,578,0,1
PrisciGN,808,1172,0,1
BelenMarron,1208,1788,0,2
NezarMuneer,164,530,0,1
LydiaGlezFdez,97,106,0,5
miriamnatmat,119,272,0,1
yerarala,193,1536,0,1
tinamonge,4885,3156,2,0
VazquezZeta,26,154,0,2
RSEOnline,11861,5733,1,2
IgnacioRespuela,1274,3225,0,1
jjbamo,3058,2310,1,0
b_trilles,20,46,0,2
carocappe,190,451,0,1
SDsabine,75,260,0,1
LauraVil93,83,455,0,1
Maolt,96,630,0,2
JulietaMRabago,1592,847,0,1
Abraham_Gon28,1066,2898,0,1
_heynegrita,249,309,0,1
CMDMexico,1852,1598,2,0
Biblioagra,176,239,1,0
EliiTaborda,194,197,0,2
pastorams,2009,1229,0,1
helena_gd,508,321,0,1
ClmInclusiva,534,1732,0,1
maricarmenrn,246,516,0,1
lachamba,911,1740,0,3
LuisaFerPinto,209,248,1,0
iolloqui,1586,801,3,0
Cliipon_bogota,427,24,0,1
christianfunk04,649,1002,0,5
EducoNI,570,911,0,1
agustinronda9,2751,2908,0,1
CIELOlaboral,1833,535,0,1
CristhianCruzG,413,1177,0,1
MarcelaBacigalu,4519,590,1,4
PNUDHN,19756,824,3,0
josemcar,83,210,2,1
chepehux,539,3484,0,2
FENSostenible,458,219,0,1
clopezcorrea2,576,1262,0,1
Maril97190743,5,20,0,1
coralsanchezl,365,599,0,1
JeanMGProject,15360,418,0,1
TerapiaAudiovis,624,1583,1,0
MARES_Madrid,4377,900,0,1
wilsonherney,467,1288,0,1
erlebeltz,8,183,0,1
TrinessSD,191,309,7,0
JRGUERRATWIT,206,399,0,1
Boris_Minora,745,411,0,2
I2ImpactSocial,112,372,5,0
MDiosR,216,153,2,0
Mariangelrs82,362,522,0,1
Mjll74,101,691,0,1
JUANP_DELEON,834,244,1,0
BlackMartn,12,80,0,1
accion2030,452,1871,0,3
guizadorivera,172,900,0,1
AEM_mx,16008,578,0,1
vipermagic2000,199,336,0,1
ChurreDePiura,422,1626,1,0
vifepisa,1167,875,0,1
aleteovolvoreta,898,864,0,1
ndcpartnership,6165,346,0,2
EMolvier,1,20,0,1
TetraPak_es,2136,692,1,0
crejaen,2820,267,1,0
TFeminista_,37474,1016,1,0
fiaes_sv,828,553,0,1
Esimaj,693,514,0,1
Melosagarcia,114,343,0,1
BibONUMdp,136,132,0,3
Canekvin,568,1307,0,1
cencaladab,283,437,0,2
LaureeBustos,1141,696,0,2
marcelobondoni,711,1970,1,2
JimmyBenito1,133,984,0,3
onumujeresgt,1388,538,1,0
Amroman1,1331,711,2,0
CindyCamilaP,149,508,0,1
Mayors_News,2677,1524,0,1
CEDIztapalapa,1492,805,0,1
peperoman2013,79,249,0,3
_p_i_p_E_,453,530,0,1
guaschcarlos,748,380,0,1
albertidh,645,982,0,1
BMaidelyn,28,91,0,1
Cerdena_Andrea,50,46,0,1
AzucenaMartiP,357,28,0,1
PLM_1970,101,126,0,2
LetyLinn,567,561,0,1
MauricioTexcoco,3418,3155,0,1
ORU_esp,519,167,1,0
pili_pirata,76,266,0,1
5aldiaspain,12706,679,0,2
pacaespil,418,268,0,1
besartefibra,319,251,0,1
ComercialAMX,1554,3723,0,1
rrosales1975,478,621,0,1
PilarGonzlez10,908,612,0,1
patioscout,7886,4500,0,1
sustentasocial,631,2342,0,2
EcoUltravioleta,62,137,1,0
UC_ACOIDE,672,721,0,1
begoaPastor,171,124,1,2
Alovera_en_red,1281,75,0,1
Quent_bn,106,197,0,1
UniandesICYA,848,168,0,1
MaClaudiaPaez,3261,2562,0,1
FundDelValle,2036,732,2,1
CreuRojaPrat,489,304,0,1
ecobarriosmaipu,226,557,0,1
OIenHuelva,855,1173,0,1
harneypb,321,1076,0,1
PJCOMEXI,4587,1250,2,3
FundacionETEA,1341,519,3,3
FuentetajaP,195,280,0,1
GPSalmeron,5219,961,2,36
I_Carball,78,864,0,1
sofiiramirez98,58,55,0,1
natalia_lopec,453,392,0,1
IZQUIERDOROA,593,1056,0,1
Noora56705840,166,173,0,1
garrido1964,642,600,0,2
feleleon,1571,1085,0,1
LolaOrtizSanch2,2604,2014,3,9
scaballero2,125,295,0,1
grecinos19,2268,1896,0,1
brizzolis,730,531,0,1
Khaty26905531,3,7,1,0
SellinUruguay,750,288,2,1
adrianasegurav,1522,1892,0,2
socialnest_org,4647,2383,1,1
aeioLuz,809,685,0,3
MediaMarkt_es,302756,946,0,1
PlasticoCero,1016,1219,0,1
deustoCitiesLab,370,1018,0,1
summitfruta,18,166,0,1
PuriCausapi,13684,5819,0,1
borjald,958,674,0,1
martinf_ortiz,18,341,0,2
logan4105,1212,783,0,2
osgacevedo,66,143,1,0
F_CreActiva,19,31,0,1
FanyDuarte33,1348,1053,0,1
OpenHeroines,2651,114,0,1
fundacom_lat,1736,502,1,0
recercapau,2681,4779,0,1
FierroAyrton,24,25,0,1
PNUDChile,17781,1646,7,0
TereGarciaPlata,64,63,1,1
Armenteros_Luis,464,371,1,1
ibautistabardon,56,108,1,0
Carmenchucoach1,18,16,0,1
rafaraque,329,324,0,2
BASF_ES,7139,579,0,3
Van_Canno,183,166,0,1
yazalara1,211,725,0,1
CienciaXMCiudad,21,2,0,3
mariapf0807,180,251,0,1
rebemunozcortes,421,417,0,3
PaulBoutroux,2867,3015,0,2
suhaylaali1,151,476,0,1
espejo_tonii,502,173,0,1
princesareyes21,295,660,2,3
LourdesR10,140,416,1,0
rafamerinero,283,250,0,2
AZUDWater,1825,2261,0,1
jcarlosgonz,3811,4225,4,4
P_Blanco_P,129,168,0,2
garcia_maidelys,17,110,0,1
cybpaco,220,874,1,0
alelealv,4588,2821,1,0
noordenkers,24,81,0,1
Pernod_RicardES,1337,354,2,0
ONUDIColombia,1329,288,1,0
SantiagoLopezJ,467,2050,0,1
AdriZerrizuela,42,333,0,1
JuanCeriani,170,849,0,1
lasallesestao,971,350,1,1
EvaFQuintana,497,542,0,1
DataRepublica,16,29,0,5
MujerMa89382723,80,116,1,1
rugetistas,3588,1520,0,1
UNFPAGuatemala,4791,348,0,1
ANAPICRUZ,154,160,0,2
patri24cazorla,130,167,0,1
competenciascnc,5994,774,0,1
ROCKWOOL_ES,1899,1277,1,0
LMiedziak,249,215,1,0
RuthQueipo,52,125,0,1
givapecur7,492,280,0,1
EAPNEXTREMADURA,909,458,0,1
MauroReyes88,1,33,0,1
NancyAcostaHern,11,72,0,1
Lorenacarina77,56,108,0,1
ecienciacom,11386,987,2,1
carinareym,419,157,0,1
miguelcanaca,228,327,0,1
scout_es,12212,932,2,0
Briant1224,700,675,0,1
ricardogh_,1,1,0,1
UNHabitatSpain,876,296,1,6
juan_maGS,237,298,0,1
gustavoencabo,752,687,0,2
Oddeconomics,86,162,1,0
meromerocumana,125,510,0,1
unircaminos,4596,4828,0,3
elbartocr,1025,1904,0,1
MaiderUnicef,589,729,3,0
ecodes,29656,7484,6,4
slondonouribe,17914,716,0,1
prosalus,7716,7185,0,2
tguemes,1527,1335,0,1
loyola_hum,125,109,0,3
DUQUEYZAMORA,1378,1061,0,1
urbaser_,1147,387,1,0
Jmmurria,5957,5892,0,2
flipando_voy,171,887,1,0
cielochase,126,379,0,1
Edu_FdP,1250,1216,0,1
Mercosur_UPM,17,202,1,0
Sherryl_Giron,718,400,0,1
pabloescandon,955,513,0,1
natalita033,48835,5608,0,1
CAEB,8628,1018,0,1
salido_sanchez,92,147,0,4
carment67473407,39,22,0,1
VoceirosFarixa,62,198,0,2
javiramossancha,3699,3593,3,3
gina_jessen,20,89,0,1
jalvarezlam,80,97,0,1
lesviagaf,1901,1303,0,1
EconomiaUAndes,11312,227,0,4
touslesjoursf,327,2551,0,1
soziableES,1300,853,1,0
LobbyingSocial,380,212,2,0
camilachurruca,209,1767,0,1
Ale_leonrod,154,369,0,1
DambrisiAdrian,12,33,0,1
ToroGrunon,123,634,0,1
acaneda,845,465,1,0
ImperdibleCotec,2574,428,14,2
SomosNacua,17,207,5,0
WendyBrea,984,310,0,1
sombradoble,6519,1918,0,1
ProtegeEmpresa,1795,119,3,0
311Panama,48709,8769,0,2
Alexand98520901,11,6,0,2
xaviercima,5879,3977,0,2
Ecologia_info,4249,3441,0,1
rguez_maidelis,46,86,0,1
CaroBecerra,177,597,0,1
espacio_c,188,511,2,0
EcoherenciaSCA,1069,982,0,1
cpoyatos,10246,897,0,1
luichigadea,18,79,1,0
hjpapaterra,331,1185,0,1
rincnAD,3144,2180,0,1
pako_estrada68,89,248,0,1
moni_aguero_nav,4074,4079,0,1
fogandmoon,67,460,0,1
AreaUnoArrixaca,2618,454,0,1
Alexander_bau74,7,53,0,1
TimUnwin,4495,394,0,1
MonterrosaVero,425,473,0,1
